codbottle;volume;weight;product;ALTEZZAMAX;DIAMETROMAX;DESCRIZIONECOLLO;GASATURAPROVV;TIPOFONDODESC;UNITAMISURA;bottletype;DESCPIANTA;DENOMPROVVBOTT;;FILLLEVEL;ALTEZZAPETALO;CODIMPUGNATURA;VOLUMERASOBOCCA;COD_TIPO_BOTTIGLIA;SPALLA;DISEGNOCOLLO
C005142_06;15000;215;OLIO;411,48;242;77mm SP400;0;PETALOIDE;ml;ECCENTRICA;RETTANGOLARE;CARGILL - OIL PACKERS - 15 L;;78,3;59;;16470,8;E;CONVESSA;N000156_01
C005081_03;500;32;OLIO;200,04;66,17;32mm NECK FINISH FOR EDIBLE OIL;0;PIATTO;ml;OLIO;QUADRA;Graham Packaging 500ml CRISCO;;30,81;;;528,2;OL;CONICA;N000032_02
C300096_10;5000;105;OLIO;325;160;46 mm FOR PUSH CAP VER.01;0;PIATTO;ml;NON DEFINITA;RETTANGOLARE;YIHAI SHANGHAI OIL QUADRA 5L;;56,5;;;5170;ND;CONICA;N000022_01
C300287_00;425;18;ACQUA GASATA;220,2;61;COLLO PCO SECONDO DIS. CLIENTE;;PETALOIDE;ml;NON DEFINITA;TONDA;AJE THAI 425 ml petaloid base bottle;;40,2;20;;454,5;ND;CONVESSA;PCO-CLIENTE
C300281_08;550;16,2;ACQUA PIATTA;223,65;64,6;COLLO NOV-30/25 SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;Nong Fu New Spring Water - 550 ml;;23;;;563,1;ND;CONVESSA;NOV-30/25 CLI
C300281_07;550;16,2;ACQUA PIATTA;223,65;64,6;COLLO NOV-30/25 SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;Nong Fu New Spring Water - 550 ml;;23;;;562,5;ND;CONVESSA;NOV-30/25 CLI
C300281_06;550;16,2;ACQUA PIATTA;223,65;64,6;COLLO NOV-30/25 SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;Nong Fu New Spring Water - 550 ml;;23;;;564,2;ND;CONVESSA;NOV-30/25 CLI
C200325_00;1500;33;ACQUA PIATTA;304,7;92,5;COLLO PCO SECONDO DIS. CLIENTE;2,5;PIATTO;ml;NON DEFINITA;TONDA;EMPAQUES Y PRODUCTOS DE PLASTICO - EPP - 1500ml FUENTE PURA;;57,9;;;1574,8;ND;CONVESSA;PCO-CLIENTE
C200324_00;600;18;ACQUA PIATTA;237,5;67;COLLO PCO SECONDO DIS. CLIENTE;;PETALOIDE;ml;NON DEFINITA;TONDA;EMPAQUES Y PRODUCTOS DE PLASTICO - EPP - 600ml FUENTE PURA;;43;23;;630,2;ND;CONVESSA;PCO-CLIENTE
C005347_00;330;24;ACQUA GASATA;206,4;57,5;COLLO PCO SECONDO DIS. CLIENTE;3,5;PETALOIDE;ml;NON DEFINITA;TONDA;CARLSBERG RAMLOSA NEW 0,33 L;;39;21,2;;356;ND;CONVESSA;PCO-CLIENTE
C005052_04;500;34;MOUTH WASH;216,766;90,5;COLLO GENERICO SECONDO DIS. CLIENTE;;PIATTO;ml;OVALE;OVALE;ARTENIUS PET PACKAGING EUROPE (APPE) - Oval container 0.5L;;41,5;;1;523,4;OV;NON STANDARD;DIS.CLIENTE
C005346_00;36;48,8;SOLIDO;238,48;101,6;COLLO GENERICO SECONDO DIS. CLIENTE;;PIATTO;W Oz;NON DEFINITA;RETTANGOLARE;Graham Packaging 36 W Oz;;;;;922,4;ND;CONICA;DIS.CLIENTE
C005342_00;40;59;SOLIDO;230,96;105,28;COLLO GENERICO SECONDO DIS. CLIENTE;;PIATTO;W Oz;NON DEFINITA;RETTANGOLARE;Graham Packaging 4O W Oz;;;;;1047,2;ND;NON STANDARD;DIS.CLIENTE
C005334_01;300;18;SUCCO;185;58;COLLO PCO SECONDO DIS. CLIENTE;0;NON STANDARD;ml;HEAT SET;TONDA;PEPSI INDIA - 300 ml New Slice - Warmfill bottle;;21;;1;325,4;H;CONVESSA;PCO-CLIENTE
C005299_02;1200;48;SUCCO;296,4;88,5;COLLO PCO SECONDO DIS. CLIENTE;0;NON STANDARD;ml;HEAT SET;TONDA;PEPSI INDIA - 1200 ml New Slice - Warmfill bottle;;21;;1;1241,7;H;CONVESSA;PCO-CLIENTE
C005301_03;500;23,5;SUCCO;224,8;66,5;COLLO PCO SECONDO DIS. CLIENTE;0;NON STANDARD;ml;HEAT SET;TONDA;PEPSI INDIA - 500 ml New Slice - Warmfill bottle;;21;;1;525,5;H;CONVESSA;PCO-CLIENTE
C100172_01;1500;38;ACQUA PIATTA;324,2;89,5;COLLO PCO SECONDO DIS. CLIENTE;1;PETALOIDE;ml;NON DEFINITA;TONDA;Vonpar Crystal Mineral Water- 1500 ml;;37,2;36;;1529,1;ND;CONVESSA;PCO-CLIENTE
C005121_03;200;15,7;BIBITA GASATA;137,8;53,3;COLLO PCO SECONDO DIS. CLIENTE;3,4;PETALOIDE;ml;NON DEFINITA;TONDA;SAN MIGUEL INDUSTRIAL - MALTIN POWER -200ml;;24;18;1;208,5;ND;CONVESSA;PCO-CLIENTE
C300280_01;500;23;ACQUA PIATTA;224,4;65,2;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;Fujian Dali Aseptic Bottle- 500 ml;;36;;;522,5;ND;CONVESSA;DIS.CLIENTE
C300280_00;500;23;ACQUA PIATTA;224;65;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;Fujian Dali Aseptic Bottle- 500 ml;;36;;;522,5;ND;CONVESSA;DIS.CLIENTE
C005142_05;15000;200;OLIO;411,48;242;77mm SP400;0;PETALOIDE;ml;ECCENTRICA;RETTANGOLARE;CARGILL - OIL PACKERS - 15 L;;83,8;59;;16552,1;E;CONVESSA;N000156_01
C300285_00;600;18;ACQUA PIATTA;234;68,4;COLLO PCO SECONDO DIS. CLIENTE;;PETALOIDE;ml;NON DEFINITA;TONDA;AJE THAI 600ml CIELO;;33;16,3;;618,8;ND;CONVESSA;PCO-CLIENTE
C005142_04;15000;200;OLIO;411,48;242;77mm SP400;0;PETALOIDE;ml;ECCENTRICA;RETTANGOLARE;CARGILL - OIL PACKERS - 15 L;;78;59;;16560,2;E;CONVESSA;N000156_01
C004220_04;330;17,7;BIBITA GASATA;181,8;58,5;COLLO PCO SECONDO DIS. CLIENTE;3,4;PETALOIDE;ml;NON DEFINITA;TONDA;SAN MIGUEL INDUSTRIAL - SMI Peru - MALTIN POWER 330ml;;29;20;1;343,3;ND;CONVESSA;PCO-CLIENTE
C005341_00;330;20,5;BIBITA GASATA;195;58;COLLO PCO SECONDO DIS. CLIENTE;3;PETALOIDE;ml;STRAIGHT WALL;TONDA;STARIY DRUZHE - ENERGIZER -0,33LT;;40;23;;348,4;SW;CONICA;PCO-CLIENTE
C005335_00;5000;77;OLIO;343;154,5;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;OLIO;RETTANGOLARE;CARGILL - 5 L OLIO;;36;;;5086,7;OL;NON STANDARD;DIS.CLIENTE
C100211_00;1500;52,2;BIBITA GASATA;322;93,5;COLLO PCO SECONDO DIS. CLIENTE;4;PETALOIDE;ml;CONTOUR LP CILINDRICO;TONDA;COCA COLA GOIANIA;;56;36;;1543,5;CC;CONCAVA;PCO-CLIENTE
C200320_00;1200;23;ACQUA PIATTA;276;86;28mm PCO1873;;PIATTO;ml;NON DEFINITA;TONDA;RICA Las margaritas, Ciel 1.2L;;31,2;;;1227;ND;CONVESSA;N000051_21
C005083_01;750;45;OLIO;226,28;75,49;32mm NECK FINISH FOR EDIBLE OIL;0;PIATTO;ml;OLIO;QUADRA;Graham Packaging 750ml CRISCO;;32,92;;;782,4;OL;CONICA;N000032_02
C005081_02;500;32;OLIO;200,04;66,17;32mm NECK FINISH FOR EDIBLE OIL;0;PIATTO;ml;OLIO;QUADRA;Graham Packaging 500ml CRISCO;;30,72;;;527,8;OL;CONICA;N000032_02
C005340_00;300;17,5;BIBITA GASATA;176;58;COLLO PCO SECONDO DIS. CLIENTE;4;PETALOIDE;ml;NON DEFINITA;TONDA;NABA ALFOURAT - 300 ml fanily;;38;20,5;;320,4;ND;CONVESSA;PCO-CLIENTE
C005337_00;1000;32;BIBITA GASATA;286;82;COLLO PCO SECONDO DIS. CLIENTE;3;PETALOIDE;ml;STRAIGHT WALL;TONDA;STARIY DRUZHE - ENERGIZER - 1 LT;;43;33;;1021,2;SW;CONICA;PCO-CLIENTE
C005336_00;600;13,5;ACQUA GASATA;219;69,5;26mm 969-1901-000 VER.05;0;PETALOIDE;ml;NON DEFINITA;TONDA;PT. KAKAO MAS GEMILANG Bottiglia 600ml acqua;;36;21,2;1;629,8;ND;CONVESSA;N000111_05
C005217_01;2000;46;BIBITA GASATA;349;99,25;COLLO PCO SECONDO DIS. CLIENTE;4,5;PETALOIDE;ml;NON DEFINITA;TONDA;TPK BRIZ AD BRIZ 2000ml CSD;;45;40;;2036,8;ND;CONVESSA;PCO-CLIENTE
C005330_00;1500;36;BIBITA GASATA;330;90;COLLO PCO SECONDO DIS. CLIENTE;4,5;PETALOIDE;ml;STRAIGHT WALL;TONDA;TPK BRIZ AD BRIZ 1500ml CSD;;45;;;1527,5;SW;CONVESSA;PCO-CLIENTE
C005334_00;300;18;SUCCO;186;58;COLLO PCO SECONDO DIS. CLIENTE;0;NON STANDARD;ml;HEAT SET;TONDA;PEPSI INDIA - 300 ml New Slice - Warmfill bottle;;21;;1;325,4;H;CONVESSA;PCO-CLIENTE
C005299_01;1200;48;SUCCO;298,2;88,5;COLLO PCO SECONDO DIS. CLIENTE;0;NON STANDARD;ml;HEAT SET;TONDA;PEPSI INDIA - 1200 ml New Slice - Warmfill bottle;;21;;1;1241,7;H;CONVESSA;PCO-CLIENTE
C005301_02;500;23,5;SUCCO;225,9;66,5;COLLO 38 mm SECONDO DIS. CLIENTE;0;NON STANDARD;ml;HEAT SET;TONDA;PEPSI INDIA - 500 ml New Slice - Warmfill bottle;;21;;1;525,5;H;CONVESSA;38 mm CLIENTE
C300281_05;550;16,2;ACQUA PIATTA;223,65;64,6;COLLO NOV-30/25 SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;Nong Fu New Spring Water - 550 ml;;23;;;567,2;ND;CONVESSA;NOV-30/25 CLI
C300281_04;550;16,2;ACQUA PIATTA;223,65;64,6;COLLO NOV-30/25 SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;Nong Fu New Spring Water - 550 ml;;23;;;567,2;ND;CONVESSA;NOV-30/25 CLI
C300281_03;550;16,2;ACQUA PIATTA;223,65;64,6;COLLO NOV-30/25 SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;Nong Fu New Spring Water - 550 ml;;23;;;567,2;ND;CONVESSA;NOV-30/25 CLI
C005333_00;3000;52;BIBITA GASATA;359;118,24;COLLO PCO SECONDO DIS. CLIENTE;4,5;PETALOIDE;ml;NON DEFINITA;TONDA;TPK BRIZ AD BRIZ 3000ml CSD;;40;51;;3025,6;ND;CONVESSA;PCO-CLIENTE
C005332_00;5000;78;ACQUA PIATTA;365;148;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;RETTANGOLARE;SUMOL+COMPAL S.A. Carnaxide - 5000ml Grandupla Aquaplasticos- collo 38 mm;;41,9;;;5073,2;ND;CONVESSA;38 mm CLIENTE
C005331_00;2500;46;BIBITA GASATA;349,5;98,6;COLLO PCO SECONDO DIS. CLIENTE;4,5;PETALOIDE;ml;NON DEFINITA;TONDA;TPK BRIZ AD BRIZ 2500ml CSD;;45;44;;2537,1;ND;CONVESSA;PCO-CLIENTE
C300281_00;550;16,2;ACQUA PIATTA;223,65;64,6;COLLO NOV-30/25 SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;Nong Fu New Spring Water - 550 ml;;23;;;567,2;ND;CONVESSA;NOV-30/25 CLI
C300281_01;550;16,2;ACQUA PIATTA;223,65;64,6;COLLO NOV-30/25 SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;Nong Fu New Spring Water - 550 ml;;23;;;567,2;ND;CONVESSA;NOV-30/25 CLI
C200315_02;250;17,5;ALTRO;165;66;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;PROVEEDORA DE SERVICIOS, S.A -- LICOR 0.25L;;35,5;;;266,5;ND;NON STANDARD;PCO-CLIENTE
C200314_03;750;33;ALTRO;270;72,5;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;PROVEEDORA DE SERVICIOS, S.A -- LICOR 0.75L;;47,5;;;779,8;ND;NON STANDARD;PCO-CLIENTE
C005302_01;330;13,5;ACQUA PIATTA;188,4;51,2;COLLO NOV-267 SECONDO DIS. CLIENTE;;PIATTO;ml;NON DEFINITA;QUADRA;DANONE POLONIA Zywiec Zdroj s.a. RAINBOW 330ml SEASON;;34,5;;;356,6;ND;CONICA;NOV-267-CLIE.
C005190_08;560;300;OLIO;424,94;247,65;77mm 400;0;NON STANDARD;W Oz;STACKABLE;RETTANGOLARE;CARGILL - OIL PACKERS -Contenitore 560 W Oz (stackable);;56,91;;;17955,1;ST;CONICA;N000156_03
C300281_02;550;16,2;ACQUA PIATTA;223,65;64,6;COLLO NOV-30/25 SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;Nong Fu New Spring Water - 550 ml;;23;;;567,2;ND;CONVESSA;NOV-30/25 CLI
C300282_00;470;24;THE;216,7;65;38 mm BERICAP VER.38;0;NON STANDARD;ml;HEAT SET;TONDA;KAKAOMAS PT MAYORA 0,47 L;;19;;1;498,5;H;CONVESSA;N000036_38
C005190_07;560;300;OLIO;424,94;247,65;77mm 400;0;NON STANDARD;W Oz;STACKABLE;RETTANGOLARE;CARGILL - OIL PACKERS -Contenitore 560 W Oz (stackable);;56,77;;;17948,8;ST;CONICA;N000156_03
C005170_02;1250;38;BIBITA GASATA;298;88;COLLO PCO SECONDO DIS. CLIENTE;4;PETALOIDE;ml;NON DEFINITA;TONDA;LITTLE GREEN BEVERAGES (PTY) LTD - 1,25 L;;41;33;;1271,1;ND;NON STANDARD;PCO-CLIENTE
C005127_02;330;16;BIBITA GASATA;185,01;60;COLLO PCO SECONDO DIS. CLIENTE;4;PETALOIDE;ml;NON DEFINITA;TONDA;LITTLE GREEN BEVERAGES (PTY) LTD - 0,33L;;41;23;;349;ND;NON STANDARD;PCO-CLIENTE
C300262_07;5000;100;OLIO;326;161;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;RETTANGOLARE;Zijiang Sino_grain oil quadra 5L;;49,5;;;5130;ND;CONICA;DIS.CLIENTE
C005190_06;560;300;OLIO;424,94;247,65;77mm 400;0;NON STANDARD;W Oz;STACKABLE;RETTANGOLARE;CARGILL - OIL PACKERS -Contenitore 560 W Oz (stackable);;57,07;;;17961,8;ST;CONICA;N000156_03
C300262_06;5000;100;OLIO;326;161;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;RETTANGOLARE;Zijiang Sino_grain oil quadra 5L;;49,5;;;5130;ND;CONICA;DIS.CLIENTE
C005300_01;330;13,5;ACQUA PIATTA;188,4;51,2;COLLO NOV-267 SECONDO DIS. CLIENTE;;PIATTO;ml;NON DEFINITA;QUADRA;DANONE POLONIA Zywiec Zdroj s.a. RAINBOW 330ml ANIMALS;;34,5;;;358,7;ND;CONICA;NOV-267-CLIE.
C005190_05;560;300;OLIO;424,94;247,65;77mm 400;0;NON STANDARD;W Oz;STACKABLE;RETTANGOLARE;CARGILL - OIL PACKERS -Contenitore 560 W Oz (stackable);;57,5;;;17980,8;ST;CONICA;N000156_03
C004689_02;1500;31,5;ACQUA PIATTA;335;88;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;TMCI Padovan - TMCI Quebele - 1500 ml;;45;;1;1535,6;ND;CONVESSA;DIS.CLIENTE
C004648_03;500;16;BIBITA GASATA;224;65;COLLO GENERICO SECONDO DIS. CLIENTE;;PIATTO;ml;NON DEFINITA;TONDA;TMCI Padovan - TMCI Quebele - 500 ml;;39,3;;1;524,7;ND;CONVESSA;DIS.CLIENTE
C004652_01;330;14;ACQUA PIATTA;186;60;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;TMCI Padovan - TMCI Quebele - 330 ml;;38;;1;355,2;ND;CONVESSA;DIS.CLIENTE
C200315_01;250;18;ALTRO;165;66;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;PROVEEDORA DE SERVICIOS, S.A -- LICOR 0.25L;;35;;;266,1;ND;NON STANDARD;PCO-CLIENTE
C200314_02;750;37;ALTRO;270;72,5;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;PROVEEDORA DE SERVICIOS, S.A -- LICOR 0.75L;;45;;;776,8;ND;NON STANDARD;PCO-CLIENTE
C005328_00;540;28;POLVERE;155;84,5;COLLO PCO SECONDO DIS. CLIENTE;;PIATTO;ml;COLLO SOFFIATO;TONDA;PEVEDE - vasetto 540 ml (con DOME per taglio);;50;;;654,9;CO;CONICA;PCO-CLIENTE
C200313_02;1000;37;ALTRO;295;82;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;PROVEEDORA DE SERVICIOS, S.A -- LICOR 1.0L;;45;;;1022,8;ND;NON STANDARD;PCO-CLIENTE
C200153_06;10100;125;ACQUA PIATTA;395;210;COLLO GENERICO SECONDO DIS. CLIENTE;0,62;PETALOIDE;ml;NON DEFINITA;TONDA;PBG 10,1 L;;50,2;50;;10202,7;ND;CONICA;DIS.CLIENTE
C005326_00;200;13;SUCCO;156,5;53,5;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;PEPSI INDIA - 200 ml - Nimbooz;;36,5;;;218,9;ND;CONICA;38 mm CLIENTE
C005325_00;350;16;SUCCO;190;62,5;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;PEPSI INDIA - 350 ml - Nimbooz;;36,5;;;368,8;ND;CONICA;38 mm CLIENTE
C005323_00;500;18;SUCCO;221;68;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;PEPSI INDIA - 500 ml - Nimbooz;;36,5;;;518,5;ND;CONICA;38 mm CLIENTE
C004220_03;330;17,7;BIBITA GASATA;181,8;58,5;COLLO PCO SECONDO DIS. CLIENTE;3,4;PETALOIDE;ml;NON DEFINITA;TONDA;SAN MIGUEL INDUSTRIAL - SMI Peru - MALTIN POWER 330ml;;29;20;1;343,6;ND;CONVESSA;PCO-CLIENTE
C005324_00;200;15;BIBITA GASATA;167,5;55;COLLO PCO SECONDO DIS. CLIENTE;1;PETALOIDE;ml;NON DEFINITA;TONDA;Doganay 250ml lemonate bottle + azoto;;33;15;1;264,6;ND;CONVESSA;PCO-CLIENTE
C005322_00;200;15;BIBITA GASATA;152;52;COLLO PCO SECONDO DIS. CLIENTE;1;PETALOIDE;ml;NON DEFINITA;TONDA;Doganay 200ml lemonate bottle + azoto;;33;15;1;214,4;ND;CONVESSA;PCO-CLIENTE
C200307_04;2000;35,5;ACQUA PIATTA;310;107;COLLO PCO SECONDO DIS. CLIENTE;0;PETALOIDE;ml;NON DEFINITA;TONDA;"GEUSA NUOVO SANTORINI ""VENTO"" 2000ml";;37;24;;2026,3;ND;CONVESSA;PCO-CLIENTE
C005321_00;800;25,5;SUCCO;264;78,5;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;PEPSI INDIA - 800 ml - Nimbooz;;36,5;;;819,8;ND;CONICA;38 mm CLIENTE
C005301_01;500;23,5;SUCCO;225,9;66,5;COLLO 38 mm SECONDO DIS. CLIENTE;0;NON STANDARD;ml;HEAT SET;TONDA;PEPSI INDIA - 500 ml New Slice - Warmfill bottle;;21,01;;1;525,5;H;CONVESSA;38 mm CLIENTE
C005320_00;500;45;SUCCO;197,43;67;COLLO 38 mm SECONDO DIS. CLIENTE;0;NON STANDARD;ml;HEAT SET;TONDA;LOG PLASTIC (Germania) - Stampi per SIG 500 ml HOT FILL;;20,6;;;539,4;H;CONVESSA;38 mm CLIENTE
C005306_00;750;70;ACQUA PIATTA;237,48;80,35;COLLO GENERICO SECONDO DIS. CLIENTE;;NON STANDARD;ml;NON DEFINITA;TONDA;SIEPE 750 ml (TUPPERWARE);;;;1;814;ND;NON STANDARD;DIS.CLIENTE
C200316_00;400;18;ALTRO;210;60;COLLO PCO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;MANANTIALES PENAFIEL SA 400ml Generica;;45;22;;427,6;ND;CONICA;PCO-CLIENTE
C200298_03;828;33;DETERGENTE;257;86,03;COLLO PCO SECONDO DIS. CLIENTE;;PIATTO;ml;OVALE;OVALE;Colgate Palmolive- Fabuloso 0.828L;;45,5;;;871,4;OV;NON STANDARD;PCO-CLIENTE
C005319_00;32;40;DETERGENTE;225,88;108,43;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;fl Oz;SPRAYER;OVALE;LOGOPLASTE USA - BUMBLEBEE 32 Fl Oz;;;;;981;S;NON STANDARD;DIS.CLIENTE
C005307_01;1000;36;BIBITA GASATA;298,45;83,8;COLLO PCO SECONDO DIS. CLIENTE;4;PETALOIDE;ml;NON DEFINITA;TONDA;BLO PLASTIX 1000ml Essence;;61,57;34;;1037,4;ND;CONCAVA;PCO-CLIENTE
C005317_00;500;8,85;ACQUA PIATTA;195,48;65,49;26mm 969-1901-000 VER.05;0;PIATTO;ml;NON DEFINITA;TONDA;URC PHILIPPINES - 500 ml light weight (UNIVERSAL ROBINA CORP.);;21,8;;1;517,7;ND;CONVESSA;N000111_05
C005315_00;750;34,8;SUCCO;240,5;81,2;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;QUADRA;FRUVITA - 750ml - JUICE;;39,5;;;790,5;ND;CONICA;38 mm CLIENTE
C200315_00;250;18;ALTRO;165;66;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;PROVEEDORA DE SERVICIOS, S.A -- LICOR 0.25L;;35;;;266,1;ND;NON STANDARD;PCO-CLIENTE
C200314_01;750;37;ALTRO;270;72,5;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;PROVEEDORA DE SERVICIOS, S.A -- LICOR 0.75L;;45;;;776,8;ND;NON STANDARD;PCO-CLIENTE
C200314_00;750;37;ALTRO;270;72,5;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;PROVEEDORA DE SERVICIOS, S.A -- LICOR 0.75L;;45;;;776,8;ND;NON STANDARD;PCO-CLIENTE
C200313_01;1000;37;ALTRO;295;82;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;PROVEEDORA DE SERVICIOS, S.A -- LICOR 1.0L;;45;;;1022,8;ND;NON STANDARD;PCO-CLIENTE
C200313_00;1000;37;ALTRO;295;82;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;PROVEEDORA DE SERVICIOS, S.A -- LICOR 1.0L;;45;;;1022,8;ND;NON STANDARD;PCO-CLIENTE
C005190_04;560;300;OLIO;424,94;247,65;77mm 400;0;NON STANDARD;W Oz;STACKABLE;RETTANGOLARE;CARGILL - OIL PACKERS -Contenitore 560 W Oz (stackable);;56,08;;;17919,5;ST;CONICA;N000156_03
C005316_00;500;19,8;BIBITA GASATA;212,46;66,4;COLLO PCO SECONDO DIS. CLIENTE;4,5;PETALOIDE;ml;NON DEFINITA;TONDA;TPK BRIZ AD BRIZ 500ml CSD;;43,3;27,18;;529,2;ND;CONVESSA;PCO-CLIENTE
C005190_03;560;300;OLIO;424,94;247,65;77mm 400;0;NON STANDARD;W Oz;STACKABLE;RETTANGOLARE;CARGILL - OIL PACKERS -Contenitore 560 W Oz (stackable);;55,94;;;17913,3;ST;CONICA;N000156_03
C200154_02;720;44;ALTRO;252;102;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;PROVEEDORA DE SERVICIOS, S.A 720 ml kenr's;;21,2;;;727,9;ND;NON STANDARD;PCO-CLIENTE
C200155_02;720;44;ALTRO;252;102;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;PROVEEDORA DE SERVICIOS, S.A 720 ml DUCAL;;21,2;;;727,9;ND;NON STANDARD;PCO-CLIENTE
C200161_02;360;27;ALTRO;206,7;78,5;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;PROVEEDORA DE SERVICIOS, S.A 360 ml kenr's;;21,2;;;367,5;ND;NON STANDARD;PCO-CLIENTE
C200162_02;360;27;ALTRO;206,7;78,5;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;PROVEEDORA DE SERVICIOS, S.A 360 ml Ducal;;21,2;;;367,5;ND;NON STANDARD;PCO-CLIENTE
C200200_06;400;20,5;BIBITA GASATA;209,3;61,25;COLLO PCO SECONDO DIS. CLIENTE;4;PETALOIDE;ml;LOGOS END DIMPLE;TONDA;MEGA EMPACK - 400cc OTG 20,5 gr.;;34,07;21,5;1;416,2;LO;CONICA;PCO-CLIENTE
C005310_01;500;23;THE;200,5;66;COLLO 38 mm SECONDO DIS. CLIENTE;0;PETALOIDE;ml;NON DEFINITA;TONDA;PARADISO spa 0,5 L;;35;18;1;541,4;ND;CONVESSA;38 mm CLIENTE
C005308_01;1500;38;THE;312;88;COLLO 38 mm SECONDO DIS. CLIENTE;0;PETALOIDE;ml;NON DEFINITA;TONDA;PARADISO spa 1,5 L;;37;28;1;1549,3;ND;CONVESSA;38 mm CLIENTE
C005313_00;2000;26,7;BIBITA GASATA;339;93;"""267 NOVEMBAL"" VER.45";0;PIATTO;ml;NON DEFINITA;QUADRA;SAN BENEDETTO SPAGNA 2,0L 26.7g MW;;30;;1;2020;ND;CONVESSA;N000014_45
C005314_00;2000;47;BIRRA;365;104;COLLO PCO SECONDO DIS. CLIENTE;3,5;PETALOIDE;ml;BIRRA;TONDA;STARBEV Kamenitza 2L birra;;60;38;;2049,6;B;CONICA;PCO-CLIENTE
C005312_00;1000;36;BIRRA;301;85;COLLO PCO SECONDO DIS. CLIENTE;3,5;PETALOIDE;ml;BIRRA;TONDA;STARBEV Kamenitza 1L birra;;60;35;;1047,4;B;CONICA;PCO-CLIENTE
C200305_02;400;18;ALTRO;210;60;COLLO PCO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;MANANTIALES PENAFIEL SA 400ml CSD;;44;22;;425,2;ND;CONICA;PCO-CLIENTE
C005311_00;12000;130;ACQUA PIATTA;325;241;COLLO GENERICO SECONDO DIS. CLIENTE;;PIATTO;ml;COLLASSABILE;QUADRA;ITOCHU MACHINE-TECHNOS CORP. 12 L QUADRO;;94;;;12805;CL;CONVESSA;DIS.CLIENTE
C200298_02;828;32;DETERGENTE;257;86,03;COLLO PCO SECONDO DIS. CLIENTE;;PIATTO;ml;OVALE;OVALE;Colgate Palmolive- Fabuloso 0.828L;;46;;;875,4;OV;NON STANDARD;PCO-CLIENTE
