codbottle;volume;weight;product;ALTEZZAMAX;DIAMETROMAX;DESCRIZIONECOLLO;GASATURAPROVV;TIPOFONDODESC;UNITAMISURA;bottletype;DESCPIANTA;DENOMPROVVBOTT;;FILLLEVEL;ALTEZZAPETALO;CODIMPUGNATURA;VOLUMERASOBOCCA;COD_TIPO_BOTTIGLIA;SPALLA;DISEGNOCOLLO
C010024_01;333;16;THE;167,17;61,9;28mm PCO 1881 HF;0;NON STANDARD;ml;HEAT SET;TONDA;URC VIETNAM - URC 335ml lightweighting bottle;;17;;;346,3;H;NON STANDARD;N000051_69
C010446_00;2000;42,6;OLIO;283,1;108,5;38mm 3 LEADS;;PIATTO;ml;OLIO;RETTANGOLARE;KOLORWORD PERF 4H: 2000 ML -EDIBLE OIL;;33,5;;;2040,9;OL;CONVESSA;N000187_58
C201277_02;128;75,5;DETERGENTE;270;163;38mm SP 400;;PIATTO;fl Oz;NON DEFINITA;QUADRA;PINE GLO-128 fl oz;;44,4;;0;3876,6;ND;CONICA;N000083_29
C010440_00;500;19,8;BIBITA GASATA;207;64;COLLO PCO SECONDO DIS. CLIENTE;3,8;PETALOIDE;ml;NON DEFINITA;TONDA;KOLORWORD PERF 6: 500 ML - 4 PETALS;;30;27;;515,3;ND;CONCAVA;PCO-CLIENTE
C010447_00;50;10,2;;41,1;50,3;COLLO PCO SECONDO DIS. CLIENTE;;PIATTO;ml;;TONDA;Lenor 50ml - SERIOPLAST GLOBAL SERVICES SPA;;;;;46,4;;CONICA;PCO-CLIENTE
C201277_01;128;75,5;DETERGENTE;239;175;38mm SP 400;;PIATTO;fl Oz;NON DEFINITA;QUADRA;PINE GLO-128 fl oz;;37,5;;0;3848,2;ND;CONICA;N000083_29
C010439_00;750;38;DETERGENTE;221,61;114,06;COLLO GENERICO SECONDO DIS. CLIENTE;;PIATTO;ml;NON DEFINITA;OVALE;nuovo 750ml Trigger liscio ITALCHIMICA SRL UNIPERSONALE;;55,8;;1;807,8;ND;NON STANDARD;DIS.CLIENTE
C010424_00;644;38;DETERGENTE;219;114;COLLO GENERICO SECONDO DIS. CLIENTE;;PIATTO;ml;OVALE;OVALE;nuovo 500ml Trigger ergonomicao ITALCHIMICA SRL UNIPERSONALE;;45,7;;1;683,3;OV;NON STANDARD;DIS.CLIENTE
C301875_00;500;40;ALTRO;232;67;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;RETTANGOLARE;ZhengMao - Haitian 500ml;;38;;;552;ND;CONCAVA;DIS.CLIENTE
C301864_05;500;40;ALTRO;232;66,2;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;RETTANGOLARE;ZhengMao - Haitian 500ml;;38;;;545;ND;CONCAVA;DIS.CLIENTE
C201277_00;128;85;DETERGENTE;253;168;38mm SP 400;;PIATTO;fl Oz;NON DEFINITA;QUADRA;PINE GLO-128 fl oz;;35;;0;3839,8;ND;CONICA;N000083_29
C301871_01;2000;32;ACQUA GASATA;320;101,8;COLLO NOV-30/25 SECONDO DIS. CLIENTE;0;PETALOIDE;ml;NON DEFINITA;TONDA;DINGHU - 2000ml;;45;;;2066,8;ND;CONVESSA;NOV-30/25 CLI
PC000519_00;50;10,2;;41,1;50,3;COLLO PCO SECONDO DIS. CLIENTE;;PIATTO;ml;;TONDA;Lenor 50ml - SERIOPLAST GLOBAL SERVICES SPA;;;;;46,4;;CONICA;PCO-CLIENTE
PC000518_00;1000;53,5;ISOTONICO;267;85,5;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;ml;HEAT SET;;ETIKA BEVERAGES SDN BHD - New Molds for 1L Calpis;;;;0;1049,1;H;CONVESSA;DIS.CLIENTE
C010437_00;1250;39;BIBITA GASATA;209,06;80;COLLO GENERICO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;;TONDA;fondi schweppes (pollini/brusadin) - ACQUA MINERALE SAN BENEDETTO S.p.A.;;54,6;35;;1037,4;;CONCAVA;DIS.CLIENTE
C010432_00;1500;47;BIBITA GASATA;312;92,5;COLLO GENERICO SECONDO DIS. CLIENTE;5;PETALOIDE;ml;;TONDA;fondi schweppes (pollini/brusadin) - ACQUA MINERALE SAN BENEDETTO S.p.A.;;68,8;40;;1676,3;;CONCAVA;DIS.CLIENTE
C010434_00;1250;45,4;BIBITA GASATA;299,56;88;COLLO GENERICO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;;TONDA;fondi schweppes (pollini/brusadin) - ACQUA MINERALE SAN BENEDETTO S.p.A.;;49,7;35;;1280,8;;CONCAVA;DIS.CLIENTE
C010435_00;1200;54,5;ALTRO;276,08;120;28mm PCO1873;0;PIATTO;ml;NON DEFINITA;OVALE;ALEN DEL NORTE 1200 ML bottle design, 54.5g;;35,3;;1;1221,3;ND;CONCAVA;N000051_21
C010433_00;1000;54,5;ALTRO;266,08;115;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;ALEN DEL NORTE 1000 ML bottle design, 54.5g;;31,5;;1;1013,4;ND;CONCAVA;PCO-CLIENTE
C010431_00;740;42,5;DETERGENTE;244,08;106;28mm PCO1873;0;PIATTO;ml;NON DEFINITA;OVALE;ALEN DEL NORTE 740 ML bottle design, 42.5g;;35,1;;1;760,4;ND;CONCAVA;N000051_21
C008402_01;1000;32;ACQUA PIATTA;258,5;82;COLLO GENERICO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;STRAIGHT WALL;TONDA;Normandien Farms (Pty) Ltd - THIRSTI 1000 ML BAR MIX - Normandien Farms (Pty) Ltd;;44,3;33;;1033;SW;CONVESSA;DIS.CLIENTE
C008404_04;2000;45,8;BIBITA GASATA;348;103,8;COLLO PCO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;THIRSTI 2000 ML CSD - WOOLWORTHS - Normandien Farms (Pty) Ltd;;51,8;51;0;2051,7;ND;CONCAVA;PCO-CLIENTE
C010430_00;700;42,5;ALTRO;241,08;103;28mm PCO1873;0;PIATTO;ml;NON DEFINITA;OVALE;ALEN DEL NORTE 700 ML bottle design, 42.5g;;34,5;;1;719,7;ND;CONCAVA;N000051_21
C010429_00;200;22;ALTRO;159,58;75;27 mm SP 410;0;PIATTO;ml;NON DEFINITA;OVALE;ALEN DEL NORTE 200 ml bottle design, 22g;;31,1;;1;213;ND;CONCAVA;N000266_02
C010428_00;500;8;ACQUA PIATTA;202,5;67,3;COLLO GENERICO SECONDO DIS. CLIENTE;0;PETALOIDE;ml;NON DEFINITA;TONDA;AGUA MINERAL S. BENEDETTO S.A. - Fonte Cutolo 500ml;;36,6;20;1;536,8;ND;CONVESSA;DIS.CLIENTE
C010426_00;625;38;DETERGENTE;219;114;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;ITALCHIMICA SRL UNIPERSONALE - nuovo 500ml Trigger liscio;;45,8;;0;666,9;ND;CONICA;DIS.CLIENTE
C301880_00;280;13,5;THE;173,5;55;28mm PCO;0;NON STANDARD;ml;NON DEFINITA;TONDA;URC VIETNAM - 280 ml Asettico;;28;;;292,1;ND;NON STANDARD;N300051_41
C010423_00;300;18;BIBITA GASATA;185;59;28mm PCO 1881 ISBT-21;4,2;PETALOIDE;ml;MULTIPRODUCT;TONDA;SBT TUNISIA: 300 ML CSD BOGA;;43;20;PI;336,2;MP;CONVESSA;N000264_34
C010370_04;900;40;ALTRO;279;99;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;plastimax S.A. - Disegno 900ml;;60,4;;0;963,1;ND;CONCAVA;PCO-CLIENTE
C007807_01;5000;70;ACQUA PIATTA;333,5;150,2;COLLO 38 mm SECONDO DIS. CLIENTE;;PIATTO;ml;NON DEFINITA;QUADRA;THIRSTI - WW 5000ml SMW - DW;;37,2;;;5046,3;ND;CONVESSA;38 mm CLIENTE
PC000515_00;700;42,5;ALTRO;241,08;103;28mm PCO1873;0;PIATTO;ml;NON DEFINITA;OVALE;ALEN DEL NORTE 700 ML bottle design, 42.5g;;39,6;;1;729,1;ND;CONCAVA;N000051_21
PC000514_00;1000;54,5;ALTRO;266,08;115;28mm PCO1873;0;PIATTO;ml;NON DEFINITA;OVALE;ALEN DEL NORTE 1000 ML bottle design, 54.5g;;38,3;;1;1026,8;ND;CONCAVA;N000051_21
PC000517_00;1200;54,5;ALTRO;276,08;120;28mm PCO1873;0;PIATTO;ml;NON DEFINITA;OVALE;ALEN DEL NORTE 1200 ML bottle design, 54.5g;;40;;1;1232,2;ND;CONCAVA;N000051_21
PC000516_00;740;42,5;ALTRO;244,08;106;28mm PCO1873;0;PIATTO;ml;NON DEFINITA;OVALE;ALEN DEL NORTE 740 ML bottle design, 42.5g;;38,9;;1;769,8;ND;CONCAVA;N000051_21
C010370_03;900;40;ALTRO;284;99;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;plastimax S.A. - Disegno 900ml;;59,2;;0;963,1;ND;CONCAVA;PCO-CLIENTE
C010416_00;750;31;BIBITA GASATA;260;74;COLLO 38 mm SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;THE BEC COMPANY 750 ML AXL;;40,5;27;0;780,2;ND;CONICA;38 mm CLIENTE
C010421_00;650;29;ISOTONICO;194,6;83,64;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;ml;HEAT SET;QUADRA;AJEPER - Disegno e fatibilit«≠ bottiglia 650 ml (New 3d - side 72mm);;15,41;;;682,2;H;CONVESSA;DIS.CLIENTE
C010420_00;300;13,5;BIBITA GASATA;158;62,83;COLLO GENERICO SECONDO DIS. CLIENTE;4;PETALOIDE;ml;MULTIPRODUCT;TONDA;EMBOTELLADORAS BEPENSA SA DE CV - Feasibility Chubby 300 ml 13.5g;;35,7;21,5;PI;318,2;MP;CONCAVA;DIS.CLIENTE
C008405_03;440;19,5;BIBITA GASATA;215;65,2;COLLO PCO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;THIRSTI 440 ML CSD - WOOLWORTHS;;41,8;23;;467,9;ND;CONCAVA;PCO-CLIENTE
C010234_03;1480;66;DETERGENTE;296;136;43mm SINGLE LEAD;0;PIATTO;ml;NON DEFINITA;OVALE;Petek Kalip Ambalaj Makineleri Plastik Petek - Disegno Bottiglia 1480 ml Alchimist;;;;1;1620,4;ND;NON STANDARD;N000247_02
PC000513_00;200;22;ALTRO;159,58;75;27 mm SP 410;0;PIATTO;ml;NON DEFINITA;OVALE;ALEN DEL NORTE 200 ml bottle design, 22g;;36,2;;1;219,2;ND;CONCAVA;N000266_02
C010370_02;900;40;ALTRO;279;99;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;plastimax S.A. - Disegno 900ml;;49,7;;0;938,7;ND;CONCAVA;PCO-CLIENTE
C010349_02;1500;33,65;BIBITA GASATA;317,8;93,5;COLLO GENERICO SECONDO DIS. CLIENTE;4,35;PETALOIDE;ml;MULTIPRODUCT;TONDA;PAD formato 1500ml Multiproduct XTRA 16 - SOLAR SIMOES FILHO - BA - BRAZIL;;43,6;38;PI;1028,3;MP;CONICA;DIS.CLIENTE
C010348_01;1500;33,65;BIBITA GASATA;317,8;93,5;COLLO GENERICO SECONDO DIS. CLIENTE;4,35;PETALOIDE;ml;CONTOUR MODERN;TONDA;PAD stampo 1500ml Contour XTRA16 - SOLAR BR;;43,6;38;0;1026,8;CM;CONICA;DIS.CLIENTE
C010354_01;1000;30;BIBITA GASATA;272,8;84;COLLO GENERICO SECONDO DIS. CLIENTE;4,35;PETALOIDE;ml;MULTIPRODUCT;TONDA;PAD formato 1000ml Multiproduct XTRA 16 - SOLAR SIMOES FILHO - BA - BRAZIL;;40;33;PI;1022,3;MP;CONICA;DIS.CLIENTE
C010351_01;2000;38;BIBITA GASATA;339,2;104;COLLO GENERICO SECONDO DIS. CLIENTE;4,35;PETALOIDE;ml;MULTIPRODUCT;TONDA;PAD formato 2000ml Multiproduct XTRA 16 - SOLAR SIMOES FILHO - BA - BRAZIL;;42,5;51;PI;2027,9;MP;CONICA;DIS.CLIENTE
C301876_00;538;19,8;ACQUA PIATTA;220;63,3;COLLO NOV-30/25 SECONDO DIS. CLIENTE;0;NON STANDARD;ml;NON DEFINITA;TONDA;DINGHU - 538ml;;26;;;551,1;ND;CONVESSA;NOV-30/25 CLI
C010417_00;250;25;ALTRO;179,8;49;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;QUADRA;GEPACK - Empresa Transformadora de Plasticos, SA - 1 cav QUADRADA 250ML;;45,6;;0;274,6;ND;CONICA;DIS.CLIENTE
C008634_01;500;18,5;ACQUA PIATTA;232,2;68;COLLO PCO SECONDO DIS. CLIENTE;3;PETALOIDE;ml;NON DEFINITA;TONDA;DANONE POLONIA - Zywiec Zdr†´Åj S.A. - sparkling 500ml;;33,1;29;1;532;ND;CONVESSA;PCO-CLIENTE
C010397_02;8600;85,5;OLIO;336;222,3;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;RETTANGOLARE;OLIGRA SUDAMERICANA - 8.6L Edible Oil;;47,9;40;EG;8770,7;ND;CONVESSA;DIS.CLIENTE
C010154_02;350;15;ISOTONICO;185,5;58;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;LOGOPLASTE Czech Republic - 350ml;;18,6;;PI;366,6;ND;CONVESSA;38 mm CLIENTE
C010153_02;400;15;ISOTONICO;185,5;67;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;LOGOPLASTE Czech Republic - 400ml;;31;;PI;430;ND;CONVESSA;38 mm CLIENTE
C010407_00;3000;90;ACQUA PIATTA;256;144;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;STACKABLE;TONDA;Philippines Bottling and Beverage MFG Corp. (PBB) - 3L BOTTLE;;37,4;;1;3064,1;ST;CONICA;DIS.CLIENTE
C010401_01;500;38;DETERGENTE;199;105;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;ITALCHIMICA SRL UNIPERSONALE - nuovo 500ml Trigger liscio;;45,8;;0;540,7;ND;CONICA;DIS.CLIENTE
C010414_00;50;12,3;ALTRO;92;32;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;KALOS FLACONE 50 ml - Ho.bag srl;;19,9;;0;56,4;SW;NON STANDARD;N000011_33
C009770_08;19800;697,7;ACQUA PIATTA;488;274,4;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;PER DISPENSER;TONDA;SIPA Sul America Ltda. - Elite Gal«Êes - 20L con maniglia;;96,7;;MH;20398;PD;CONICA;DIS.CLIENTE
C010415_00;19000;350;ACQUA PIATTA;550;244,4;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;MULTI-PACK LTD - NEW 19LT PERLA - MULTIPAC GHANA;;87,2;;0;19250,3;ND;CONICA;DIS.CLIENTE
C010411_01;1480;66;DETERGENTE;296;136;43mm SINGLE LEAD;0;PIATTO;ml;NON DEFINITA;OVALE;Petek Kalip Ambalaj Makineleri Plastik Petek - Disegno Bottiglia 1480 ml Alchimist;;;;1;1611,1;ND;NON STANDARD;N000247_02
PC000512_00;1500;33;THE;303,5;95,1;32mm 2 LEADS;0;NON STANDARD;ml;HEAT SET;TONDA;VENPET 1500 ml, 53 g, collo 33mm;;;;1;1530;H;CONVESSA;N000162_00
PC000511_00;1000;33;THE;270;83;32mm 2 LEADS;0;NON STANDARD;ml;HEAT SET;TONDA;INDUSTRIAS VENPET YOLO 1000 ml, 33 g, collo 33mm;;;;1;1036,4;H;CONVESSA;N000162_00
PC000510_00;500;23;THE;215,5;66,1;32mm 2 LEADS;0;NON STANDARD;ml;HEAT SET;;INDUSTRIAS VENPET 500 ml, 23 g, collo 33mm;;;;1;518,6;H;CONVESSA;N000162_00
PC000499_01;650;29;ISOTONICO;194,6;83,64;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;ml;HEAT SET;QUADRA;AJEPER - Disegno e fatibilit«≠ bottiglia 650 ml (New 3d - side 72mm);;15,41;;;682,2;H;CONVESSA;DIS.CLIENTE
C010380_01;125;16,5;ALTRO;139;39,5;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;Ho.bag srl - ALMA 125 ml;;28;;0;139,9;SW;CONICA;N000011_33
C010377_01;60;12,3;ALTRO;100,3;34,5;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;Ho.bag srl - ALMA 60 ml;;28;;0;72,8;SW;CONICA;N000011_33
C010385_02;500;18,5;ACQUA PIATTA;224;63,7;COLLO PCO SECONDO DIS. CLIENTE;0,6;PETALOIDE;ml;NON DEFINITA;TONDA;BIG TREE BRANDS - BIG TREE NEW SMW - 500 ML;;35,8;18,5;;521;ND;CONVESSA;PCO-CLIENTE
C201264_00;2000;94;DETERGENTE;230,89;133,35;43mm SINGLE THREAD;;PIATTO;;PER DISPENSER;RETTANGOLARE;GOJO, 2.0LTS -Darwin Bottle;;;;;;PD;NON STANDARD;N000249_06
C010411_00;1480;66;DETERGENTE;296;136;43mm SINGLE LEAD;0;PIATTO;ml;NON DEFINITA;OVALE;Petek Kalip Ambalaj Makineleri Plastik Petek - Disegno Bottiglia 1480 ml Alchimist;;;;1;1603,6;ND;NON STANDARD;N000247_02
C009695_09;500;11,4;DETERGENTE;212,07;60,87;24mm SNAP FLANGE;0;PIATTO;ml;NON DEFINITA;TONDA;QUIMICA AMPARO - Quimica Amparo 11.4g dis. bott. aggiornato;;24,2;;;519,9;ND;CONVESSA;N000006_65
C010207_02;450;11,4;ACQUA PIATTA;190,96;63,7;29/25mm SLIM FLOWER;;PIATTO;ml;NON DEFINITA;TONDA;RESET WORLD S.L - Reset world 11,4g RESILUX bottle drawing;;31;;0;476,6;ND;CONVESSA;N000114_55
C010397_01;8600;86;OLIO;341,9;222,3;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;OLIGRA SUDAMERICANA - 8.6L Edible Oil;;53,9;40;EG;8777;ND;CONVESSA;DIS.CLIENTE
C010370_01;900;40;ALTRO;280,2;99;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;plastimax S.A. - Disegno 900ml;;33,9;;0;915,8;ND;CONCAVA;PCO-CLIENTE
C010406_00;350;30;SOSTANZA CREMOSA;161,6;74;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;- GEPACK - 1 cav Sacarina 350ml;;19;;0;365;ND;CONVESSA;DIS.CLIENTE
C010383_03;500;27;ALTRO;215;61,7;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;QUADRA;plastimax S.A. - Disegno 500ml;;17;;0;506,3;ND;CONICA;PCO-CLIENTE
C301873_00;238;16;ALTRO;177,7;48,3;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;Ketai - 238ml Water;;23,5;;;249,5;ND;CONVESSA;DIS.CLIENTE
C301864_04;500;40;ALTRO;232;66,2;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;RETTANGOLARE;ZhengMao - Haitian 500ml;;38;;;539;ND;CONCAVA;DIS.CLIENTE
C301864_03;500;40;ALTRO;232;66,2;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;RETTANGOLARE;ZhengMao - Haitian 500ml;;38;;;539;ND;CONCAVA;DIS.CLIENTE
C010383_02;500;27;ALTRO;215;61,7;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;plastimax S.A. - Disegno 500ml;;17;;0;506,3;ND;CONICA;PCO-CLIENTE
PC000509_00;500;37;SUCCO;185;69,5;33 mm SP 400;1,5;NON STANDARD;ml;HEAT SET;TONDA;INDUSTRIAS VENPET YOLO 500 ml, 33 g, collo 33mm;;;;0;529,8;H;CONVESSA;N000053_48
C010344_02;150;11,4;ALTRO;136;54;20mm NECK FINISH;;PIATTO;ml;NON DEFINITA;;POLENGHI FOOD SRL - POLENGHI 2 - 150 ml Disegno Bottiglia;;29;;;154,6;ND;CONVESSA;N000246_02
C010292_03;200;11,4;ALTRO;145;61;20mm NECK FINISH;;PIATTO;ml;NON DEFINITA;;POLENGHI FOOD SRL - POLENGHI 2 - 200ml Disegno bottiglia;;25;;;204,6;ND;CONVESSA;N000246_02
C010383_01;500;27;ALTRO;215;61,7;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;plastimax S.A. - Disegno 500ml;;17;;0;506,3;ND;CONICA;PCO-CLIENTE
C010301_01;500;23;DETERGENTE;244;65,3;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;QUADRA;Reckitt Benckiser Ltda - VMU 500ml;;50,9;;;578,8;ND;CONCAVA;DIS.CLIENTE
C010405_00;350;18,5;SUCCO;184;59,5;COLLO PCO SECONDO DIS. CLIENTE;;PETALOIDE;;HEAT SET;TONDA;BIG TREE 350 ML SMOTHIE;;37,7;20;;395,4;H;CONVESSA;PCO-CLIENTE
C010389_01;250;25;ALTRO;169,7;51;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;- GEPACK - 1cav Bala NEW250ml;;30;;0;265,6;ND;CONVESSA;DIS.CLIENTE
C010385_01;500;18,5;ACQUA PIATTA;224;63,7;COLLO PCO SECONDO DIS. CLIENTE;0,6;PETALOIDE;ml;NON DEFINITA;TONDA;BIG TREE BRANDS - BIG TREE NEW SMW - 500 ML;;35,4;18,5;;520,5;ND;CONVESSA;PCO-CLIENTE
PC000503_02;330;17;BIBITA GASATA;163;66;COLLO PCO SECONDO DIS. CLIENTE;0;PETALOIDE;ml;NON DEFINITA;TONDA;330 ml industriale;;38,7;24,5;0;357,7;ND;CONVESSA;PCO-CLIENTE
PC000499_00;650;29;ISOTONICO;190;83,64;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;ml;HEAT SET;QUADRA;AJEPER - Disegno e fatibilit«≠ bottiglia 650 ml (New 3d - side 72mm);;15,41;;;661,1;H;CONVESSA;DIS.CLIENTE
C010401_00;500;38;DETERGENTE;193,5;105;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;ITALCHIMICA SRL UNIPERSONALE - nuovo 500ml Trigger liscio;;45,8;;0;540,8;ND;CONICA;DIS.CLIENTE
C010399_00;400;27;DETERGENTE;186,5;85;28 mm SP 410;0;PIATTO;ml;NON DEFINITA;OVALE;SIPA S.p.A. - restailing bottiglia x Ccliente Dalan;;40;;;428,1;ND;CONVESSA;N000067_18
C010382_01;750;32,2;ALTRO;320;67,5;COLLO PCO SECONDO DIS. CLIENTE;2,5;PETALOIDE;ml;NON DEFINITA;TONDA;San Matteo S.p.A. - 750 ml;;57;27,5;0;784,7;ND;CONICA;PCO-CLIENTE
C010397_00;8600;86;OLIO;336;222,3;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;RETTANGOLARE;OLIGRA SUDAMERICANA - 8.6L Edible Oil;;47,9;40;EG;8770,3;ND;CONVESSA;DIS.CLIENTE
C010394_00;1500;23,5;ACQUA PIATTA;317,6;86,7;COLLO NOV-30/25 SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;GRUPO LECHE PASCUAL, S.A. -botella Venus 1,5 L;;32,9;;1;1526;ND;CONVESSA;NOV-30/25 CLI
C010298_02;1000;29,5;BIRRA;202,5;95;COLLO PCO SECONDO DIS. CLIENTE;2,8;PIATTO;ml;NON DEFINITA;TONDA;1,0L Kalnapillis;;25,7;30;0;10029,5;ND;CONVESSA;PCO-CLIENTE
C010396_00;600;17,6;BIBITA GASATA;239,83;69,5;28mm PCO1873;4,2;PETALOIDE;ml;LOGOS END DIMPLE;TONDA;Mega Empack - 600ml CC;;39,3;23;;3,6;LO;CONCAVA;N000051_21
PC000507_00;500;12,8;ACQUA PIATTA;208,8;64;28mm PCO 1881;0;PIATTO;ml;GENERICO SWIRL;TONDA;Pure Water 500ml (preforma 12,8g);;35;;0;522,2;G;NON STANDARD;N000290_02
PC000503_01;330;17;BIBITA GASATA;163;66;COLLO PCO SECONDO DIS. CLIENTE;0;PETALOIDE;ml;NON DEFINITA;TONDA;330 ml industriale;;38,7;24,5;0;358,3;ND;CONVESSA;PCO-CLIENTE
C010005_06;750;50;DETERGENTE;214;74;28mm SP 410;;PIATTO;;NON DEFINITA;TONDA;Pegaso 750 ml collo 28/410 - Ho.bag srl;;31,3;;0;799,1;ND;CONICA;N000122_18
C010392_00;150;24;;112,2;48;43mm SINGLE THREAD;;PIATTO;;;TONDA;KALOS FOAM 100 ml - Ho.bag srl;;;;;168,3;;NON STANDARD;N000249_22
C010391_00;750;24;ACQUA PIATTA;247;56,5;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;BIG TREE BRANDS - BIG TREE NEW SMW - 750 ML;;37,5;;;350,5;ND;CONVESSA;PCO-CLIENTE
C010386_00;2000;29,5;ACQUA GASATA;349;101;COLLO PCO SECONDO DIS. CLIENTE;2,1;PETALOIDE;ml;NON DEFINITA;TONDA;SC Calipso srl Sviluppo design bottiglia 2000 ml;;49,2;40;0;2070,6;ND;CONVESSA;PCO-CLIENTE
C010389_00;250;25;ALTRO;169,7;51;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;- GEPACK - 1cav Bala NEW250ml;;30;;0;265,6;ND;CONVESSA;DIS.CLIENTE
C010388_00;330;15;ACQUA PIATTA;193;56,5;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;BIG TREE BRANDS - BIG TREE NEW SMW - 330 ML;;35,5;;;350,5;ND;CONVESSA;PCO-CLIENTE
C010387_00;750;56,6;SOSTANZA CREMOSA;146,5;87;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;BOCCA LARGA;TONDA;GEPACK - 1 CAV HONEY 750ml D82;;;;0;765;BL;CONVESSA;DIS.CLIENTE
C010370_00;900;40;ALTRO;280,2;99;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;plastimax S.A. - Disegno 900ml;;13,9;;0;905,2;ND;CONCAVA;PCO-CLIENTE
C010343_00;200;21;ALTRO;161,3;45,8;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;Ho.bag srl - ALMA 200 ml;;30,9;;0;219,7;SW;CONICA;N000011_33
C010385_00;500;18,5;ACQUA PIATTA;224;63,7;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;BIG TREE BRANDS - BIG TREE NEW SMW - 500 ML;;35,4;;;520,4;ND;CONVESSA;PCO-CLIENTE
C010373_00;767,2;40;ALTRO;259,2;101,34;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;plastimax S.A. Disegno 27oz;;;;;703,7;ND;NON STANDARD;PCO-CLIENTE
