pref_drw;neck_drw;preform_weight;neck_weight;body_weight;length;thickness;max_diam;DiametroSottobaga;base_thikness;PartingLine;DiametroPLine;neck_nominal_diam;DIAMETRO_BAGA;DIAMETRO_INTERNO;neck_height;NUMEROPRINCIPI;shape;cycle_time;TON;cavitation;DescrizioneCollo;HEATSET
PN007844_05;N000311_28;10,04;2,68;7,36;77,06;1,82;17,40;24,30;1,82;20,60;23,05;26,00;33,00;21,74;15,06;1;Bell;8,30;500;128;26/22 mm;n
PN010285_00;N000114_05;10,00;2,40;7,60;67,00;2,12;17,68;28,00;1,95;17,60;25,57;29,00;32,50;25,10;12,60;3;Bell;6,90;350;128;29/25mm SHORTY NECK FINISH;n
PN008975_00;N000114_50;10,00;2,08;7,92;70,10;2,18;16,73;28,00;1,96;17,50;26,96;29,00;32,50;25,10;12,60;3;Bell;6,60;500;180;29/25mm SHORTY NECK FINISH;n
PN008484_00;N000311_14;10,00;2,59;7,41;68,00;2,01;18,50;25,00;1,77;21,00;23,43;26,00;31,50;21,74;15,06;1;Bell;6,90;350;96;26/22 mm;n
PN007044_00;N000114_05;10,00;2,40;7,60;72,00;1,90;17,30;28,00;1,80;17,60;0,00;29,00;32,50;25,10;12,60;3;Bell;6,50;500;180;29/25mm SHORTY NECK FINISH;n
PN007043_00;N000114_05;10,00;2,40;7,60;68,00;2,17;16,80;28,00;1,80;17,50;0,00;29,00;32,50;25,10;12,60;3;Bell;6,70;500;180;29/25mm SHORTY NECK FINISH;n
PN008273_00;N000114_31;9,90;2,50;7,40;71,00;1,91;17,55;28,00;1,81;19,10;25,19;29,00;33,50;25,10;12,60;3;Bell;6,30;350;128;29/25mm SHORTY NECK FINISH;n
PN008097_00;N000114_05;9,80;2,40;7,40;72,00;1,80;18,00;27,80;1,80;17,50;0,00;29,00;32,50;25,10;12,60;3;Bell;6,30;500;180;29/25mm SHORTY NECK FINISH;n
PN007044_01;N000114_05;9,80;2,40;7,40;71,00;1,87;17,30;28,00;1,80;17,60;0,00;29,00;32,50;25,10;12,60;3;Bell;6,50;500;180;29/25mm SHORTY NECK FINISH;n
PN007043_01;N000114_05;9,80;2,40;7,40;68,00;2,09;16,80;28,00;1,73;17,50;0,00;29,00;32,50;25,10;12,60;3;Bell;6,80;500;180;29/25mm SHORTY NECK FINISH;n
PN007844_03;N000311_28;9,75;2,68;7,07;74,00;1,87;17,18;24,50;1,87;20,00;23,04;26,00;33,00;21,74;15,06;1;Bell;8,30;500;128;26/22 mm;n
PN007844_02;N000311_26;9,75;2,37;7,38;76,00;1,87;17,40;24,50;1,87;20,00;23,08;26,00;33,00;21,74;15,06;1;Bell;8,30;500;128;26/22 mm;n
PN008974_00;N000114_05;9,70;2,40;7,30;70,10;1,93;16,73;28,00;1,78;17,50;26,96;29,00;32,50;25,10;12,60;3;Bell;6,50;500;180;29/25mm SHORTY NECK FINISH;n
PN007699_00;N000170_16;9,70;1,94;7,76;74,00;1,92;17,82;24,25;1,88;17,00;23,48;26,00;29,25;21,74;12,00;3;Bell;6,50;250;72;26/12 EXALITE;n
PN010468_00;N000114_05;9,50;2,40;7,10;68,40;1,80;17,90;27,95;1,73;16,65;27,06;29,00;32,50;25,10;12,60;3;Bell;6,70;250;96;29/25mm SHORTY NECK FINISH;n
PN010216_01;N000218_00;9,50;2,05;7,45;70,20;2,03;17,80;24,25;1,91;18,00;23,40;26,00;29,25;21,74;12,00;1;Bell;7,50;160;60;26mm GRAVITY 2;n
PN010216_00;N000218_00;9,50;2,05;7,45;70,20;2,03;17,80;24,25;1,91;18,00;23,40;26,00;29,25;21,74;12,00;1;Bell;7,50;160;60;26mm GRAVITY 2;n
PN006515_00;N000114_05;9,50;2,40;7,10;68,40;1,80;17,90;27,95;1,73;18,00;0,00;29,00;32,50;25,10;12,60;3;Bell;6,40;350;128;29/25mm SHORTY NECK FINISH;n
PN010151_00;N000114_50;9,40;2,08;7,32;70,10;1,93;16,73;28,00;1,78;17,50;26,96;29,00;32,50;25,10;12,60;3;Bell;7,50;500;180;29/25mm SHORTY NECK FINISH;n
PN008976_00;N000114_50;9,40;2,08;7,32;70,10;1,93;16,73;28,00;1,78;17,50;26,96;29,00;32,50;25,10;12,60;3;Bell;6,40;500;180;29/25mm SHORTY NECK FINISH;n
PN007717_00;N000170_17;9,32;1,55;7,77;74,00;1,92;17,82;24,25;1,88;17,00;23,48;26,00;29,25;21,74;12,00;3;Bell;6,50;250;72;26/22 NECK FINISH EXALITE;n
PN008221_03;N000114_31;9,30;2,50;6,80;68,00;1,85;17,07;28,00;1,76;17,00;27,46;29,00;33,50;25,10;12,60;3;Bell;6,30;350;128;29/25mm SHORTY NECK FINISH;n
PN008271_00;N000114_31;9,30;2,50;6,80;71,00;1,70;17,55;28,00;1,70;19,10;25,19;29,00;33,50;25,10;12,60;3;Bell;6,10;350;128;29/25mm SHORTY NECK FINISH;n
PN007811_00;N000114_05;9,30;2,40;6,90;70,00;1,76;17,50;27,50;1,76;27,60;0,00;29,00;32,50;25,10;12,60;3;Bell;8,00;500;128;29/25mm SHORTY NECK FINISH;n
PN008916_00;N000114_05;9,10;2,40;6,70;68,00;1,94;15,50;28,00;1,80;17,60;25,78;29,00;32,50;25,10;12,60;3;Bell;6,40;500;180;29/25mm SHORTY NECK FINISH;n
PN006922_01;N000114_05;9,10;2,40;6,70;68,00;1,80;16,80;28,00;1,80;17,50;0,00;29,00;32,50;25,10;12,60;3;Bell;6,50;500;180;29/25mm SHORTY NECK FINISH;n
PN006922_00;N000114_05;9,10;2,40;6,70;70,00;1,85;16,80;27,40;1,80;16,20;0,00;29,00;32,50;25,10;12,60;3;Bell;6,30;500;180;29/25mm SHORTY NECK FINISH;n
PN010466_00;N000114_05;9,00;2,40;6,60;65,00;1,80;17,40;28,00;1,80;17,60;26,23;29,00;32,50;25,10;12,60;3;Bell;6,40;500;144;29/25mm SHORTY NECK FINISH;n
PN008220_00;N000114_05;9,00;2,40;6,60;65,00;1,96;17,50;27,50;1,80;17,60;26,59;29,00;32,50;25,10;12,60;3;Bell;6,50;350;128;29/25mm SHORTY NECK FINISH;n
PN007826_00;N000114_39;9,00;2,11;6,89;70,00;1,76;17,50;27,50;1,76;27,60;24,38;29,00;32,50;25,10;12,60;3;Bell;8,00;500;128;29/25mm SHORTY NECK FINISH;n
PN006311_00;N000114_05;9,00;2,40;6,60;66,20;1,76;17,60;28,00;1,76;17,60;0,00;29,00;32,50;25,10;12,60;3;Bell;6,70;500;144;29/25mm SHORTY NECK FINISH;n
PN008268_02;N000114_31;8,90;2,50;6,40;68,00;1,69;16,80;28,00;1,69;17,00;27,46;29,00;33,50;25,10;12,60;3;Bell;6,10;350;128;29/25mm SHORTY NECK FINISH;n
PN008917_01;N000114_50;8,80;2,08;6,72;68,00;1,94;15,50;28,00;1,80;17,60;25,78;29,00;32,50;25,10;12,60;3;Bell;6,30;500;180;29/25mm SHORTY NECK FINISH;n
PN010327_01;N000114_50;8,60;2,08;6,52;70,00;1,72;16,81;27,40;1,72;16,60;26,29;29,00;32,50;25,10;12,60;3;Bell;6,00;500;200;29/25mm SHORTY NECK FINISH;n
PN008915_01;N000114_05;8,55;2,40;6,15;68,00;1,68;15,50;28,00;1,68;17,60;25,78;29,00;32,50;25,10;12,60;3;Bell;6,20;500;180;29/25mm SHORTY NECK FINISH;n
PN008915_00;N000114_05;8,50;2,40;6,10;68,00;1,66;15,50;28,00;1,66;17,60;25,78;29,00;32,50;25,10;12,60;3;Bell;6,20;500;180;29/25mm SHORTY NECK FINISH;n
PN008219_00;N000114_05;8,50;2,40;6,10;65,00;1,75;17,50;27,50;1,75;17,60;26,59;29,00;32,50;25,10;12,60;3;Bell;6,10;350;128;29/25mm SHORTY NECK FINISH;n
PN006832_00;N000111_14;8,50;1,63;6,87;62,27;2,21;17,29;24,37;2,00;15,90;0,00;26,00;30,00;21,83;11,60;3;Bell;6,30;500;180;26mm 3 LEADS;n
PN005614_02;N000111_56;8,50;1,60;6,90;72,23;1,75;16,45;24,50;1,70;16,83;0,00;26,00;32,00;21,83;11,83;3;Bell;6,00;250;48;26mm CORVAGLIA;n
PN003144_05;N000111_37;8,45;1,72;6,73;69,00;1,94;16,80;24,50;1,90;17,00;0,00;26,00;30,50;22,03;11,85;3;Bell;7,00;500;128;26mm 969-1901-000;n
PN008914_01;N000114_50;8,25;2,08;6,17;68,00;1,68;15,50;28,00;1,68;17,60;25,78;29,00;32,50;25,10;12,60;3;Bell;6,10;500;180;29/25mm SHORTY NECK FINISH;n
PN008914_00;N000114_21;8,20;2,10;6,10;68,00;1,66;15,50;28,00;1,66;17,60;25,78;29,00;32,50;25,10;12,60;3;Bell;6,10;500;180;29/25mm SHORTY NECK FINISH;n
PN004239_00;N000111_46;8,20;1,74;6,46;67,50;1,80;17,65;24,60;1,78;17,00;0,00;26,00;29,00;22,03;11,85;3;Bell;7,70;500;128;26mm 3 LEADS;n
PN008267_00;N000114_31;8,00;2,50;5,50;56,00;1,94;16,60;28,00;1,84;19,10;24,94;29,00;33,50;25,10;12,60;3;Bell;6,20;350;128;29/25mm SHORTY NECK FINISH;n
PN007075_00;N000114_05;7,90;2,40;5,50;59,50;1,68;16,80;28,00;1,68;18,00;0,00;29,00;32,50;25,10;12,60;3;Bell;6,30;500;180;29/25mm SHORTY NECK FINISH;n
PN006915_02;N000114_05;7,90;2,40;5,50;58,00;1,81;16,20;28,00;1,81;18,00;0,00;29,00;32,50;25,10;12,60;3;Bell;6,40;500;180;29/25mm SHORTY NECK FINISH;n
PN009158_00;N000114_05;7,75;2,40;5,35;60,57;1,65;16,55;28,00;1,65;16,10;26,72;29,00;32,50;25,10;12,60;3;Bell;6,20;500;180;29/25mm SHORTY NECK FINISH;n
PN008270_00;N000114_31;7,50;2,50;5,00;56,00;1,68;16,60;28,00;1,68;19,10;24,94;29,00;33,50;25,10;12,60;3;Bell;6,00;350;128;29/25mm SHORTY NECK FINISH;n
PN008099_00;N000114_05;7,50;2,40;5,10;53,50;2,02;16,36;27,80;1,95;17,20;0,00;29,00;32,50;25,10;12,60;3;Bell;6,10;500;180;29/25mm SHORTY NECK FINISH;n
PN007533_00;N000114_05;7,50;2,40;5,10;58,00;1,72;16,47;27,40;1,72;17,50;0,00;29,00;32,50;25,10;12,60;3;Bell;6,20;500;180;29/25mm SHORTY NECK FINISH;n
PN006915_01;N000114_05;7,50;2,40;5,10;58,00;1,62;16,20;28,00;1,62;18,00;0,00;29,00;32,50;25,10;12,60;3;Bell;6,20;500;180;29/25mm SHORTY NECK FINISH;n
PN006915_00;N000114_05;7,50;2,40;5,10;61,50;1,63;16,40;27,40;1,63;16,20;0,00;29,00;32,50;25,10;12,60;3;Bell;5,90;500;180;29/25mm SHORTY NECK FINISH;n
PN009159_00;N000114_50;7,45;2,08;5,37;60,57;1,65;16,55;28,00;1,65;16,10;26,72;29,00;32,50;25,10;12,60;3;Bell;5,90;500;180;29/25mm SHORTY NECK FINISH;n
PN010326_00;N000114_50;7,30;2,08;5,22;58,10;1,81;16,28;27,40;1,80;16,10;27,40;29,00;32,50;25,10;12,60;3;Bell;6,10;500;200;29/25mm SHORTY NECK FINISH;n
PN008911_01;N000114_50;7,25;2,08;5,17;52,00;1,93;16,80;28,00;1,73;16,10;26,88;29,00;32,50;25,10;12,60;3;Bell;6,20;500;180;29/25mm SHORTY NECK FINISH;n
PN008115_00;N000114_21;7,20;2,10;5,10;58,00;1,72;16,47;27,40;1,72;17,50;25,77;29,00;32,50;25,10;12,60;3;Bell;5,80;500;180;29/25mm SHORTY NECK FINISH;n
PN008910_01;N000114_50;6,80;2,08;4,72;52,00;1,65;16,80;28,00;1,65;16,10;26,88;29,00;32,50;25,10;12,60;3;Bell;5,90;500;180;29/25mm SHORTY NECK FINISH;n
PN008910_00;N000114_21;6,80;2,10;4,70;52,00;1,65;16,80;28,00;1,65;16,10;26,88;29,00;32,50;25,10;12,60;3;Bell;5,90;500;180;29/25mm SHORTY NECK FINISH;n
PN008101_00;N000114_05;6,80;2,40;4,40;53,50;1,62;16,36;27,80;1,62;17,20;0,00;29,00;32,50;25,10;12,60;3;Bell;5,90;500;180;29/25mm SHORTY NECK FINISH;n
PN010426_00;N000114_50;6,60;2,08;4,52;51,40;1,76;16,85;27,50;1,76;16,60;25,46;29,00;32,50;25,10;12,60;3;Bell;6,10;250;96;29/25mm SHORTY NECK FINISH;n
PN008996_00;N000114_21;6,50;2,10;4,40;53,50;1,60;16,47;27,40;1,60;16,80;25,99;29,00;32,50;25,10;12,60;3;Bell;5,90;500;180;29/25mm SHORTY NECK FINISH;n
PN009939_02;N000332_01;5,80;1,20;4,60;52,00;2,10;14,59;21,00;2,05;9,20;26,00;25,00;26,00;18,50;9,50;3;Bell;6,10;500;200;22mm 3 LEADS;n
PN010283_01;N000121_03;5,70;1,30;4,40;58,00;1,65;14,90;22,86;1,65;13,50;21,05;26,00;27,50;20,90;8,49;0;Bell;5,40;250;48;26/21mm NECK FINISH;n
PN009979_00;N000006_58;5,20;1,15;4,05;46,50;1,62;17,03;21,00;1,61;7,20;26,00;26,00;26,00;22,00;7,50;0;Bell;5,50;500;200;26mm SNAP FLANGE;n
